username,tweet
@SaveTheBS, @WhereYoHussleAt smh they gotta grow up &#128514; at least you know these bitches want to be you &#128524;&#8221; I swear &#9994;
@SaviAssStr33tz," When your ex hits you with that ""I miss you"" bullshit ...lol bitch die&#8221; &#128128;"
@SayMyName_Bella," That hoe gone jam watch&#8221; if you ain't throwing ass bitch ""fuck out the party &#9996;&#65039;"""
@Say_Lil_Zack, @Im_Yung_Jay yo mama was confused when she had u&#8221; lol .. These hoes ain't got no manners
@SayrayArriaga," Same hoes is still at it, I should've known&#8221;"
@Scarlett_Iam, Fuck I look like ho? I look like yes and ya look like no&#8221; http
@Scoonz, We raided Nicki's wig closet for the summer! Bad gals just wanna have fun! http
@ScottLinnen, don't fall in love with a bitch&#8221; #bestadvice
@Scottt3130," yall niggas think i just hang around your crib doing nothing, bitch i be getting bread too http"
@ScottyRackss, The Kimberley story is by far the scariest story I've ever heard! &#128513;&#8221; pussy
@ScruffDaddy_," If fleek in yo vocabulary you a faggot""&#8221;"
@SeQuoia_Gabris, Fake bitches I don't want your hugs&#8221;
@SeanPrice, Shine on them hoes http
@SeanTheTerrible, @uce_INA I really hate Poly bitches.&#8221; You and me both man
@SeanTheTerrible, I got 1 felony!!!&#8221; I got bitches
@SegwaySurfer," ""I am not a bitch, I am the bitch. So that is Ms. Bitch to you!"" &#128540;&#8221;"
@Seinfeld2000, 100% of the female population needs to stop being such a bitch&#8221;
@Selenaelisandra, &#8220;@what_evaittakes
@SelfMadee_YG," ""This was hung in the boys bathroom..."" - St. Dominic http"
0, If you don't have your read receipts on you a bitch&#8221; the bitchyest bitch ever
@SenorSteez, &#8220;@1waynostra
@SenorSteez, @PAPER_CHAYSIN aye and when the hoes start coming don't forget who put you on &#128524;&#8221; I won't !!! &#128513;&#128513;&#128513;
@SenorSteez, @PAPER_CHAYSIN you won't have to herd for hoes no more lol&#8221; lmao I hope not this shit SCHRESSFUL
@SenorSteez," Is ""hoe by association"" a real thing?&#8221; Yes."
@SenorSteez," Y'all be like.. "" I want a love like Rashad &amp; New New""... Shit y'all already got one. Lying about who you are ass hoes lmao&#8221; &#128514;&#128514;"
@SenorSteez, I cant talk right now i got pussy on my tongue&#8221;
@SenseiQuan, @uce_INA we single cuz only hoes are left.. All the good ones taken lmao&#8221;&lt;-ANY FEMALE ON THE TL THATS SINGLE..You a sno-bop&#128514;
@SeoRedondo, I'm only back cause I don't wanna see the boys lose to trash #vote5sos&#8221;
@SethMacFarlane, in a relationship with the idea of you&#8221; - girls with trash love lives
@SexTaIk, @kmichelle my ananconda don't want none unless u clean those shitty buns Hun &#128169;&#128553;&#8221;
@SexualGif, @kmichelle shitty pussy &#128169;&#8221;&#9996;&#65039;
@SexualGif, @kmichelle ur pussy smell like dumpster juice &#128169;&#8221; wow &#128529;
@SexualTruth, @kmichelle you mean the niggaz i shot? Ill give you 100k if u let any nigga smell your pussy and it don't smell like shit.&#8221; &#128553;
@SexualTruth, K Michelle pussy smell like shit&#8221; &#128064;&#128514;&#128514;&#128514;
@SexualTruth, @VertrellCarter #faggot&#8221; #Respect
@SexualTruth, The fruit of the modern Yankees farm system. http
@SexualTruth, fat chance you'll ever catch me drinking a beer&#8221; same bitches
@Sexualgif, @Vomitdatruth I'm outside your house #comeout&#8221; this bitch
@Sexualgif, @Vomitdatruth lmfaooooo!!!!! U bitch&#8221; I'm using that shit from now on.
@Sexualgif, @100046729 wtf bitch!&#8221;dasss why I ain't come to practice
@Sexualgif," Never worried about the next bitch. Always worryin about the next meal. I'm tryna fuckin eat, fuck what you talkin bout&#8221; &#128525;&#128175;&#128175;"
@Sexualgif, @uce_INA @snoleezey801 DAMN I ALWAYS BE TWEETING YOU HALFASSED TWEETS &#128514;&#128514;&#128514; I meant to say hoes&#8221; still dont make sense..&#128529;&#128533;&#128514;
@SexyKarenFisher, My aunt said I'm handsome fuck you hoes&#8221;broke
@Seymor_Buccs, I tend to have more sense that bitches older than me. That's sad.&#8221;
@Shaa_Jenkins, Do this hoe wanna fight @SierraSamone_&#8221; right
@ShabbaCranks, What hoes do I have tbh on the highest of keys&#8221;
@ShadonHendrix, why why why why why? https
@ShadowBeatz_Inc, @Blaxxxican for the light weights&#8221; *pussies
@ShadyLadyHH, If you got netflix watch fresh that hoe live&#8221; from now on my name is Chuck E I'm not chuckie no more &#128514;&#128514;&#128514;
@ShaeBoogie__, Essence Fest anyone?&#8221; I'll be there on the main stage 2 stepping with Uncle Charlie
@Shakestweetz," o u unfollowed me so i can't dm u, so i'll say it here, you're a rude cunt lmao&#8221; you can dm me"
@Shakilaahh," I talk to any girl who paid over 300$ for her sew in, show me u Atleast got some type of boss bitch in you lol&#8221; wth &#128557;&#128557;&#128557;"
@Shalewis09, Cute text
@ShamarGotHoes, No one wants to see curvy women - Karl Lagerfeld&#8221; he retarded
@ShamarGotHoes, Colts nation...put yall money up&#8221;bitch chuassup we was just down 24
@ShanTaughtUwell, @JoeDeLaWolfPack &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; this is me so badly hahahah omg&#8221; yall some pussies
@Shan_RBM, Lol rt. @Cameron5833
@ShaneDennis37, Charlie Strong WILL have Texas back as a power&#8221; better power of big 12 is anybody's now
@ShawnHarvey0, Trap keep me fly that's why I love him &#10084; http
@Shawnzie3, all these bitches getting mommy money&#8221; niggas too.
@ShayDMVsFinest," That &#8220;6 God&#8221; by Drake is so trash, dawg.&#8221; Thank you ass water !!!&#128686;&#128686;&#128686;&#128686;"
@She2Foreign," If you already out of school, fuck you I hate you and I hope you trip on the stage at graduation hoe&#8221;"
@SheBoundTa_G_O, i want affection 24/7 but i also want to be left alone 24/7... do you see the issue here?&#8221;fag
@SheDreamsTheD, show a lotta love to my sisters tho but these bitches so predictable.&#8221; Im in trouble
@SheDreamsTheD, Niggas swear they love a honest bitch tho http
@SheMoansNookie, &#8220;@SMCo71
@SheScreamsGera, &#8220;@what_evaittakes
@SheScreams_Mami," He told the bitch ""stop texting my phone my shawty crazy"" &#128524;&#128520;&#8221;glad he know &#128553;&#128553;&#128514;&#128514;"
@SheSeauxSaditty, Did that bitch from Frozen ever let it go?&#8221; &#128514;&#128514;
@SheTrillaryC___, So that history test made me its bitch &#128514;&#128542;&#8221; haha
@SheWilI, I just punched @victoriaaokk in the nose on accident because she just shocked the crap out of me &#128514;&#128514;&#128514;&#128514;&#8221; bitch that hurt!! &#128557;
@SheeeRatchet, Car hopping is a different world these ghetto guys tried asking for my number LOL&#8221; did they have to be ghetto Tho ?
@SheisJasNicole,
@ShelbyLaVelle_,
@ShelbyMccurry,
@ShelleT1986, Dudes out here will try and fuck ya bitch behind ya back and tell you she aint good for ya&#8221; its happend
@ShellyGrimage, On the east coast there's colored hair everywhere. 
@ShesAddicted2Me, B Oreo a stunt&#8221;come thru &#128293;&#128293;&#128293;
@SheswantstheD, not one single bone in my body gives a fuck about what the next bitch thinks. &#128581;&#128564;&#8221;
@SheswantstheD," ""@savageater"
@SheswantstheD, Dumb ass bitches&#8221; @ me next time&#128075;
@SheswantstheD, How do people even get crushes on me. Im like a total bitch.&#8221; &#128129;
@SheswantstheD, @Helenbabeey_ look at my benz bitch I've been the shit http
@Shimshammy," cool story bitch, now pass the blunt&#8221; @EvanBecker513 bitch"
@Shirleeey___," This girl stress me out , ion even have no hoes http"
@ShitPussiesSay, I feel sorry for anyone who paid for LIC because edc is trash music&#8221;
@ShitPussiesSay, Queen Latifah the only dyke id contemplate fucking.. Rns&#8221;wait...
@ShitPussiesSay, @whattheflocka lol love you ;)&#8221; little bitch
@ShmurdaGang, When u want a cig but ur lovey gf won't go get them #potato ;) @whattheflocka&#8221; guilt trip city lil bitch
@Shoota1017, Traded in my nikes for a new mic.. I guess it's safe to say he sold soles for his new life ... -bada$$&#8221;
@DestineyDunbar,
@DestineyDunbar, This shit for the birds . &#128530;&#8221;
@HuffingtonPost, Jane Seymour rocks a bikini at 62 http
@TIMAtheRACER, Wow do we have another faggot? &#8220;@ShinobiCelsius
@_ThatGAPeach," &amp; alla my niggas hot boys , so don't bring no ice in this bitch &#128130;&#8221;"
@KillAll_Simps," Black bitches think its ok to clap they hands when they getting into an argument, bitch stfu before I steal yo purse&#8221;"
@05proFESSOR, @idontbekaren @kelseysocrazy .... this is what all of my bitches say hahaha http
@05proFESSOR, Columbus found America and we killed some injuns #SinceTheCubsWonAWorldSeries
@07Cannon," ""Fuck you mean Macklemore trash nigger?"" http"
@0_oitsCRUNCH, Def a whiny bitch RT @manddddddd
@0hallis0n," ""This is J Cole you fucking queer"""
@100Band_RELL, All yaw hoes want 2 thing Money &amp; Dick
@10milekid, Hahahaha basic bitches so funny
@10thAmendment," Jihadi Killed #BrendanTevlin In N.J. W/ At Least 2 Others,Part Of Terrorist Ring 10 Yrs Ago http"
@11_MeLoBaby_7, @100granHman it ain't nothin to cut that bitch off ayeeee
@120Sports, Twitter tipped its cap to say #FarewellCaptain to Jeter in his Yankee Stadium finale. VIDEO
@1Armaun, Hoes get a boyfriend and swear they not a hoe anymore. Bitch Having a boyfriend doesn't erase what happened before him you ...
@1BigMick, Today I told a woman that she was the quintessential embodiment of sexual femininity. How am I not drowning in pussy?
@1CaptainDrew, Supp wigga
@1JohnnyCinco, You can't go wrong with a loyal bitch.
@1KelliBelle," Needy, clingy men is why I have bitch issues"
@1Khariz, kim k lil sisters some hoes
@1MarsB, I might be ugly but my hoes ain't trippin
@1RudeAssNinja, @Yung_N_GettinIt @carleycarllz bro don't argue with these rejected ass Disney models bitches better go play in some food&#8230;
@1Smedia, When a hoe gets too friendly with Bae &#128545;&#128548;&#128127;&#128298; http
@1TRIKOfficial," @ItsNotAdam No prob! Def a good early set energy tool! If you want to tune in, http"
@1WayHustle, Bitches love niggas that got bitches
@1WayHustle, I got bitches geekin sneakin cocaina cross the customs - @TheDonIV
@1deep_williard," ""@1017_Sqquad"
@1goodlookingman," Bees won, Mets won, and the Yankees lost. It's a good day in baseball."
@1stBlock_Rody, This bitch always in my pocket &#128073;&#128530;
@1stblock_thomas," ""@1stBlocJeremiah"
@1stblock_thomas, @1stBlocJeremiah @LowworldsFinest Nah boa That nigga Wayne run his mouth like a hoe &amp; my girl ain't No hoe so Chill wi&#8230;
@1stblocklokee, The niggas who just jumped my brother said that dre was in they hood bitch 131st belongs to us imma going to find you bi&#8230;
@215_Bub, Don't sweat these hoes they come wit the money &#128527;
@215potter," Grown men, wearing jerseys with other grown men's name on them.."
@22duces20, Happy birthday to my little ass cousin who doesn't remember who I am @1NOnlyDirtyMike hope it's a good one fag !
@23Vnds, Check out the homie @renz360 for that sole sauce! That stuff does miracles!!! @renz360 @renz360&#8230; http
@275YUNGSIMMIE, I flex it ain't no turning down ...take yo bitch fly out of town ... ...Macin stackin ready to get it crackin aint no tu&#8230;
@275YUNGSIMMIE, I hate a lying ass bitch
@2AFight, Muslim Jihadi? Keep Calm and.... http
@2Blunts1Jorge, &#8220;@GinaSanabria_
@2Live_Que, So y'all just gone look past the fact that this bitch sucking a dick cause her edges laid? I swear hate you bitches &#128530; http
@2Necklaceez, I'm in this bitch yaaa I do my thanggg &#128079;
@33mLENY, bae
@3High_Tae, Bruh this bitch booty so flat that its muscular &#128128;&#128128;&#128128; http
@3Much4TheseHoez, RT @iDntWearCondoms
@3_Much_, If u a messy bitch hell nawl i cant rock w. You
@3amado_carrillo, Just checked my watch n that bitch said sometimes
@3amado_carrillo, Rick James bitch
@40oz_VAN, Don't be that frontin' ass bitch.
@4200Savage, Mama told me look rich act poor n neva trip ona bitch dat ain't urs#gang
@4200Savage, Since a yungin bitch I been nat nigga
@44BINKO, &#8220;@Say_Lil_Zack
@44BINKO, @BreadTruckkBri &#128514;&#128514;&#128514; knwin I heard dat hoe changed
@44BINKO, @VoiceOfDStreetz &#128514;&#128514;&#128514;&#128514;&#128514; u a hoe &#128557;&#128557;&#128557;&#128557;
@44BINKO, @VoiceOfDStreetz she spazzed out dude don't have his hoes in line &#128514;&#128514;&#128514;
@4550Empire, @QuintinMvP @_200_Soetan yea u know these lil bitches be stalking are twitter for they niggas&#128565;&#128514;&#128514;
@490xl, why get attached to people when you can jump in a trash can and feel the same way
@49ant, down ass bitch RT @NewsBreaker
@49ant, if she lives at home she's a little less likely to cheat on you and be a ho
@49ant, you aint getting no hoes to come back to the room with you if you staying at circus circus bruh
@49ers, Oregon State WR @brandincooks is a popular #49ers pick in recent mock drafts. 
@510988, Ugliest bitches I've ever seen &#128514; https
@516Jake, Hungover and feeling yyyyyeelllloooowwwwww @outlawdipper @mudjug1 #dbh #yellow http
@5200LorA," im pregnant ass bitches , matter fact ima slip down the steps ass bitches"
@5SOS, It's the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that you've made o&#8230;
@602StrangeAngel, Your Swags off fag sauce
@666joselopez, @Victorasap_ your voice mail little bitch ass nigga http
@6OLDAR," ""@lovelyweird0"
@6THGRADER," It doesn't matter who I make out with in ""Spin the Bottle"" because I only invite the hottest bitches to play. #ladykiller"
@6THGRADER, Lol new kid at school... thinks he can take me at tetherball. Bout to show him why I get all the playground pussy. #baller #&#8230;
@6THGRADER, Mom brought me McDonald's for lunch. I had all the bitches on me.
@6THGRADER, Today seems like as good a day as ever to bang some bitches and go for ice cream.
@718queens, I rather my girl be clingy than a hoe
@77StephanieG77, A portable septic tank. For allllll those pesky feelings.
@919Prince, If we're together &#128143;&#128145; and you don't like that bitch &#128129;&#128587; I don't like that bitch either &#128078;&#128076; http
@9_3TilInfinity, If I wanted my ex back believe me I'd fucking go get they ass. &#128514; but I ain't bout to dig through the trash. &#128520;&#128686;
@9acino_," ""My hoes are your hoes...but my wife is all mine"" #wisebrethrenwords"
@A1lovely_, At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;
@A1rWick," Who cares who looks better between Blue Ivy, North, and whatever other celeb baby. Read your kid a book u simple bitch."
@A2daO, When dykes surround you https
@ABCbirds1, #Colorado lawmakers consider nation&#8217;s 1st #wind energy legislation to protect #birds &amp; #bats. http
@ABCbirds1, #Neonics are deadly to #birds like the American Kestrel and #bees. Ask @Lowes to take it off their shelves. #EcoWed http
@ACMobbDeep," @sugarhillgang00 @willyc14_ high flyers, crr, militia, boner squad, ball sack, weiner FC, anal brownies"
@AC_Hussle, Bron pregame speeches be so trash though lmao
@AC_Hussle, Niggas love cuffing hoes then acting surprised when they turn out to be hoes.
@AC_Hussle, Real RT @iHitModelsRaw
@AC_Hussle, When yall having a good day &amp; she brings up a bitch from Twitter http
@AChosenWord, Of rain showers
@AFBoycie, @BrockLesnar ill fight you ! Ya big daft cunt .
@AG2Pearl, Black Americans Are Worse Off Under BHO http
@AGRIcouture, Wow RT @RingkledSuccess
@AH_Michael," 12 lava cakes, bitches. #RTExtraLife"
@AIIAmericanGirI, &#127482;&#127480;
@AIanHangover," ""Bae"" means ""Before Anyone Else,"" I've been here thinking it's a ghetto word for babe/baby."
@AIanHangover," ""what are you 15?"""
@AIanHangover," Be smart because you won't be pretty forever, bitch."
@AIanHangover, I could never date someone who isn't goofy. Nobody's tryna date a bland boring ass bitch.
@AIanHangover," If I've ever offended you, im sorry.."
@AIanHangover, Karma is only a bitch to bitches.
@AIanHangover, No girl sucks dick but somehow all dudes get head. Dudes only fuck bad bitches yet all these ugly girls getting pregnant.&#8230;
@AIanHangover, let's play a game called stop being a lil bitch
@AIlThese, All these clocks and we still don't have time for these hoes http
@AJCOLEMANBABY," niggas be pressed for pussy it aint nothin, instead of worryin who that bitch fuckin, why dont u go get u some munnaaaa"
@ALMartinez32, &#8220;@100granHman
@AMGLLCCEO, Social network got bitches heads like &#128553; http
@AMGLLCCEO, When you die but a bad bitch walk in yo funeral &#128526;&#128526;&#128514;&#128514;&#128514;&#128514; http
